Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-01 09:30:00-05:00,45.08000183105469,47.66999816894531,44.2599983215332,46.209999084472656,5205053,0.0,0.0
2025-12-01 10:30:00-05:00,46.20500183105469,46.75,45.403499603271484,46.20949935913086,2123619,0.0,0.0
2025-12-01 11:30:00-05:00,46.189998626708984,47.08000183105469,46.0,47.08000183105469,1369016,0.0,0.0
2025-12-01 12:30:00-05:00,47.09000015258789,48.240299224853516,46.93000030517578,48.18000030517578,1735934,0.0,0.0
2025-12-01 13:30:00-05:00,48.20000076293945,48.5,47.667701721191406,48.11000061035156,1447932,0.0,0.0
2025-12-01 14:30:00-05:00,48.06999969482422,48.84000015258789,47.70000076293945,48.29499816894531,1542187,0.0,0.0
2025-12-01 15:30:00-05:00,48.279998779296875,48.720001220703125,48.220001220703125,48.47999954223633,1087150,0.0,0.0
2025-12-02 09:30:00-05:00,45.869998931884766,47.099998474121094,44.599998474121094,45.9734992980957,12211929,0.0,0.0
2025-12-02 10:30:00-05:00,45.970001220703125,46.310001373291016,45.33000183105469,45.66999816894531,3573090,0.0,0.0
2025-12-02 11:30:00-05:00,45.650001525878906,46.02000045776367,45.08000183105469,45.707000732421875,2590742,0.0,0.0
2025-12-02 12:30:00-05:00,45.70000076293945,45.77000045776367,44.148799896240234,44.2400016784668,4449039,0.0,0.0
2025-12-02 13:30:00-05:00,44.1510009765625,44.65999984741211,43.439998626708984,44.05820083618164,5685926,0.0,0.0
2025-12-02 14:30:00-05:00,44.04999923706055,44.529998779296875,42.71009826660156,42.73500061035156,5723649,0.0,0.0
2025-12-02 15:30:00-05:00,42.73500061035156,43.07899856567383,40.83000183105469,41.11000061035156,17247361,0.0,0.0
2025-12-03 09:30:00-05:00,41.1349983215332,43.0,39.93000030517578,41.869998931884766,17005126,0.0,0.0
2025-12-03 10:30:00-05:00,41.869998931884766,43.0,41.81999969482422,42.869998931884766,4323351,0.0,0.0
2025-12-03 11:30:00-05:00,42.869998931884766,43.25,42.45000076293945,43.167999267578125,5222314,0.0,0.0
